,open_time,o,h,l,c,v,close_time
2021-12-21 17:31:00,1640100660000,48442.65000000,48475.76000000,48432.44000000,48475.75000000,31.97363000,1640100719999
2021-12-21 17:32:00,1640100720000,48475.75000000,48534.80000000,48465.62000000,48514.23000000,34.83954000,1640100779999
2021-12-21 17:33:00,1640100780000,48514.23000000,48514.23000000,48436.45000000,48445.14000000,25.23715000,1640100839999
2021-12-21 17:34:00,1640100840000,48445.14000000,48445.15000000,48375.57000000,48398.17000000,112.47583000,1640100899999
2021-12-21 17:35:00,1640100900000,48398.17000000,48435.84000000,48370.00000000,48399.99000000,96.98001000,1640100959999
2021-12-21 17:36:00,1640100960000,48400.00000000,48450.00000000,48399.98000000,48426.07000000,42.90126000,1640101019999
2021-12-21 17:37:00,1640101020000,48426.07000000,48429.99000000,48265.24000000,48339.68000000,152.13600000,1640101079999
2021-12-21 17:38:00,1640101080000,48339.68000000,48389.80000000,48323.68000000,48342.88000000,52.61866000,1640101139999
2021-12-21 17:39:00,1640101140000,48342.88000000,48393.69000000,48325.95000000,48393.69000000,36.01380000,1640101199999
2021-12-21 17:40:00,1640101200000,48393.68000000,48444.44000000,48391.11000000,48436.36000000,37.19406000,1640101259999
2021-12-21 17:41:00,1640101260000,48436.36000000,48446.69000000,48400.03000000,48444.00000000,36.91196000,1640101319999
2021-12-21 17:42:00,1640101320000,48444.00000000,48496.22000000,48428.47000000,48453.01000000,70.12489000,1640101379999
2021-12-21 17:43:00,1640101380000,48453.01000000,48516.86000000,48453.00000000,48498.61000000,60.72483000,1640101439999
2021-12-21 17:44:00,1640101440000,48500.35000000,48501.78000000,48420.00000000,48443.88000000,86.22397000,1640101499999
2021-12-21 17:45:00,1640101500000,48446.63000000,48464.28000000,48400.05000000,48434.62000000,88.10569000,1640101559999
2021-12-21 17:46:00,1640101560000,48434.63000000,48546.20000000,48434.62000000,48495.98000000,87.60329000,1640101619999
2021-12-21 17:47:00,1640101620000,48495.97000000,48517.57000000,48469.99000000,48498.94000000,31.59076000,1640101679999
2021-12-21 17:48:00,1640101680000,48498.94000000,48522.47000000,48463.41000000,48496.78000000,28.81984000,1640101739999
2021-12-21 17:49:00,1640101740000,48496.78000000,48498.21000000,48430.49000000,48433.93000000,15.77443000,1640101799999
2021-12-21 17:50:00,1640101800000,48433.92000000,48498.57000000,48433.92000000,48488.27000000,22.06047000,1640101859999
2021-12-21 17:51:00,1640101860000,48488.27000000,48488.28000000,48460.04000000,48466.17000000,17.88555000,1640101919999
2021-12-21 17:52:00,1640101920000,48466.17000000,48510.00000000,48434.79000000,48504.76000000,39.97753000,1640101979999
2021-12-21 17:53:00,1640101980000,48504.76000000,48514.88000000,48470.99000000,48471.00000000,21.88429000,1640102039999
2021-12-21 17:54:00,1640102040000,48471.00000000,48498.50000000,48464.06000000,48469.14000000,19.30380000,1640102099999
2021-12-21 17:55:00,1640102100000,48469.13000000,48498.73000000,48453.40000000,48453.41000000,31.26961000,1640102159999
