,open_time,o,h,l,c,v,close_time
2021-10-09 12:00:00,1633770000000,54728.45000000,54919.59000000,54490.55000000,54907.45000000,2493.93592000,1633773599999
2021-10-09 13:00:00,1633773600000,54907.45000000,55007.97000000,54566.31000000,54888.99000000,2944.30702000,1633777199999
2021-10-09 14:00:00,1633777200000,54888.99000000,55340.30000000,54779.20000000,54792.68000000,4217.11016000,1633780799999
2021-10-09 15:00:00,1633780800000,54792.68000000,55166.44000000,54792.68000000,54979.26000000,3254.56135000,1633784399999
2021-10-09 16:00:00,1633784400000,54979.26000000,55489.00000000,54926.49000000,55242.20000000,3718.19297000,1633787999999
2021-10-09 17:00:00,1633788000000,55242.19000000,55314.20000000,55045.88000000,55136.84000000,3125.41030000,1633791599999
2021-10-09 18:00:00,1633791600000,55136.83000000,55177.05000000,54867.20000000,54977.29000000,2876.45899000,1633795199999
2021-10-09 19:00:00,1633795200000,54977.29000000,55125.00000000,54674.07000000,54801.16000000,3589.04020000,1633798799999
2021-10-09 20:00:00,1633798800000,54801.15000000,54945.73000000,54726.19000000,54914.05000000,2553.83136000,1633802399999
2021-10-09 21:00:00,1633802400000,54914.05000000,55149.96000000,54738.66000000,54900.00000000,3042.43959000,1633805999999
2021-10-09 22:00:00,1633806000000,54897.24000000,54964.52000000,54592.21000000,54656.81000000,2258.70824000,1633809599999
2021-10-09 23:00:00,1633809600000,54656.81000000,54669.59000000,54323.00000000,54663.83000000,2883.04813000,1633813199999
2021-10-10 00:00:00,1633813200000,54663.83000000,54863.18000000,54550.01000000,54848.94000000,2349.12749000,1633816799999
2021-10-10 01:00:00,1633816800000,54848.94000000,54969.12000000,54752.71000000,54896.41000000,2189.01645000,1633820399999
2021-10-10 02:00:00,1633820400000,54896.39000000,55165.00000000,54837.99000000,54949.72000000,2725.31921000,1633823999999
2021-10-10 03:00:00,1633824000000,54949.72000000,55199.00000000,54806.95000000,54905.27000000,3461.06245000,1633827599999
2021-10-10 04:00:00,1633827600000,54905.27000000,54953.82000000,54381.12000000,54382.83000000,3872.44397000,1633831199999
2021-10-10 05:00:00,1633831200000,54382.83000000,54768.78000000,54080.00000000,54633.52000000,3384.64108000,1633834799999
2021-10-10 06:00:00,1633834800000,54633.51000000,55178.00000000,54576.55000000,55049.15000000,3070.40683000,1633838399999
2021-10-10 07:00:00,1633838400000,55049.16000000,56000.00000000,54850.00000000,55873.06000000,5378.08127000,1633841999999
2021-10-10 08:00:00,1633842000000,55873.05000000,56074.43000000,55389.17000000,55651.73000000,4160.86769000,1633845599999
2021-10-10 09:00:00,1633845600000,55651.72000000,55840.00000000,55490.01000000,55607.80000000,3078.45395000,1633849199999
2021-10-10 10:00:00,1633849200000,55607.80000000,55766.54000000,55411.86000000,55668.81000000,2811.70554000,1633852799999
2021-10-10 11:00:00,1633852800000,55668.81000000,55928.00000000,55518.06000000,55564.19000000,3202.01964000,1633856399999
2021-10-10 12:00:00,1633856400000,55564.18000000,55591.20000000,54790.25000000,54972.30000000,5128.21629000,1633859999999
2021-10-10 13:00:00,1633860000000,54972.30000000,55162.00000000,54680.00000000,55007.59000000,3007.10210000,1633863599999
2021-10-10 14:00:00,1633863600000,55007.58000000,55306.81000000,54800.12000000,55144.99000000,3015.39284000,1633867199999
2021-10-10 15:00:00,1633867200000,55145.00000000,55190.11000000,54722.16000000,54941.73000000,2880.49261000,1633870799999
2021-10-10 16:00:00,1633870800000,54941.73000000,55320.40000000,54638.00000000,55228.59000000,3366.05724000,1633874399999
2021-10-10 17:00:00,1633874400000,55228.59000000,55461.48000000,55111.01000000,55122.13000000,2786.01080000,1633877999999
2021-10-10 18:00:00,1633878000000,55121.86000000,55551.38000000,54980.01000000,55373.01000000,3593.43429000,1633881599999
2021-10-10 19:00:00,1633881600000,55370.28000000,55482.90000000,55158.39000000,55471.07000000,2902.66825000,1633885199999
2021-10-10 20:00:00,1633885200000,55471.07000000,55485.00000000,55000.00000000,55339.28000000,3452.28021000,1633888799999
2021-10-10 21:00:00,1633888800000,55339.28000000,55393.56000000,55012.00000000,55312.65000000,2626.36046000,1633892399999
2021-10-10 22:00:00,1633892400000,55312.65000000,55523.36000000,55213.28000000,55450.25000000,2817.11329000,1633895999999
2021-10-10 23:00:00,1633896000000,55450.25000000,56561.31000000,55209.94000000,55429.80000000,8277.37964800,1633899599999
2021-10-11 00:00:00,1633899600000,55429.80000000,55442.88000000,54400.00000000,54801.07000000,5993.41711000,1633903199999
2021-10-11 01:00:00,1633903200000,54801.07000000,54973.74000000,54566.02000000,54913.45000000,3584.27213000,1633906799999
2021-10-11 02:00:00,1633906800000,54913.45000000,54945.24000000,54333.85000000,54659.00000000,3387.95644000,1633910399999
2021-10-11 03:00:00,1633910400000,54659.01000000,55180.00000000,54415.06000000,55159.93000000,3890.61709000,1633913999999
2021-10-11 04:00:00,1633914000000,55159.93000000,55637.67000000,55066.69000000,55334.02000000,3707.49514000,1633917599999
2021-10-11 05:00:00,1633917600000,55334.01000000,55800.00000000,55278.00000000,55799.99000000,1565.43544000,1633921199999
2021-10-11 06:00:00,1633921200000,55799.99000000,56750.00000000,55660.00000000,56507.09000000,4168.01438900,1633924799999
2021-10-11 07:00:00,1633924800000,56505.05000000,56724.04000000,56341.87000000,56460.00000000,2040.65784000,1633928399999
2021-10-11 08:00:00,1633928400000,56460.00000000,56589.44000000,56142.85000000,56528.93000000,1540.32288000,1633931999999
2021-10-11 09:00:00,1633932000000,56528.88000000,56776.51000000,56464.92000000,56678.63000000,1558.43430300,1633935599999
2021-10-11 10:00:00,1633935600000,56678.63000000,57049.00000000,56560.00000000,56789.76000000,2911.58022600,1633939199999
2021-10-11 11:00:00,1633939200000,56789.76000000,56879.95000000,56308.66000000,56555.00000000,2224.87461000,1633942799999
2021-10-11 12:00:00,1633942800000,56555.00000000,56748.00000000,56394.99000000,56491.79000000,1291.80252000,1633946399999
2021-10-11 13:00:00,1633946400000,56491.79000000,56551.84000000,56172.04000000,56177.65000000,1473.80189000,1633949999999
2021-10-11 14:00:00,1633950000000,56177.65000000,56657.14000000,55862.78000000,56407.51000000,2660.96681000,1633953599999
2021-10-11 15:00:00,1633953600000,56406.68000000,56547.00000000,56092.33000000,56462.83000000,1461.27631000,1633957199999
2021-10-11 16:00:00,1633957200000,56462.83000000,57429.01000000,56462.82000000,57222.78000000,4727.33454000,1633960799999
2021-10-11 17:00:00,1633960800000,57222.79000000,57678.00000000,57006.34000000,57447.99000000,3453.70619600,1633964399999
2021-10-11 18:00:00,1633964400000,57447.99000000,57597.98000000,57201.01000000,57490.18000000,1520.69251000,1633967999999
2021-10-11 19:00:00,1633968000000,57490.17000000,57768.36000000,57232.13000000,57280.00000000,2031.69907000,1633971599999
2021-10-11 20:00:00,1633971600000,57280.00000000,57562.73000000,57168.67000000,57418.99000000,1478.00113000,1633975199999
2021-10-11 21:00:00,1633975200000,57418.99000000,57572.74000000,57201.00000000,57343.26000000,1439.18253000,1633978799999
2021-10-11 22:00:00,1633978800000,57343.26000000,57839.04000000,57332.15000000,57488.33000000,1773.27763700,1633982399999
2021-10-11 23:00:00,1633982400000,57488.33000000,57506.84000000,56800.00000000,57327.03000000,3094.67330000,1633985999999
2021-10-12 00:00:00,1633986000000,57327.03000000,57400.00000000,56999.53000000,57156.54000000,1268.91227000,1633989599999
2021-10-12 01:00:00,1633989600000,57156.54000000,57320.37000000,57051.60000000,57170.40000000,844.91837000,1633993199999
2021-10-12 02:00:00,1633993200000,57170.40000000,57500.00000000,57075.00000000,57471.35000000,805.48875000,1633996799999
2021-10-12 03:00:00,1633996800000,57471.35000000,57471.35000000,56588.00000000,56941.70000000,2808.22189000,1634000399999
2021-10-12 04:00:00,1634000400000,56941.70000000,57142.52000000,56723.62000000,57064.14000000,987.40411000,1634003999999
2021-10-12 05:00:00,1634004000000,57064.14000000,57160.00000000,56640.68000000,56770.00000000,1990.15845000,1634007599999
2021-10-12 06:00:00,1634007600000,56769.99000000,56780.00000000,56400.00000000,56711.35000000,1875.36221000,1634011199999
2021-10-12 07:00:00,1634011200000,56711.36000000,57050.68000000,56558.00000000,56967.06000000,1062.07003000,1634014799999
2021-10-12 08:00:00,1634014800000,56967.07000000,57680.00000000,56588.05000000,57410.99000000,2362.05570000,1634018399999
2021-10-12 09:00:00,1634018400000,57411.00000000,57645.55000000,57050.00000000,57200.00000000,1935.43411000,1634021999999
2021-10-12 10:00:00,1634022000000,57199.99000000,57450.00000000,57144.66000000,57342.79000000,1212.52804000,1634025599999
2021-10-12 11:00:00,1634025600000,57342.79000000,57618.99000000,57243.99000000,57463.42000000,1432.07344000,1634029199999
2021-10-12 12:00:00,1634029200000,57463.42000000,57508.63000000,56763.93000000,56941.61000000,2151.16034000,1634032799999
2021-10-12 13:00:00,1634032800000,56942.66000000,57250.00000000,56680.00000000,57179.00000000,2297.73371000,1634036399999
2021-10-12 14:00:00,1634036400000,57179.00000000,57383.01000000,57037.51000000,57240.14000000,1212.96981000,1634039999999
2021-10-12 15:00:00,1634040000000,57240.14000000,57296.92000000,56777.00000000,56884.27000000,1865.47071000,1634043599999
2021-10-12 16:00:00,1634043600000,56884.27000000,57450.00000000,56850.99000000,56948.69000000,2998.68677000,1634047199999
2021-10-12 17:00:00,1634047200000,56948.70000000,57140.31000000,56091.20000000,56397.90000000,3871.57772000,1634050799999
2021-10-12 18:00:00,1634050800000,56397.90000000,56634.18000000,56010.00000000,56303.20000000,2492.93362000,1634054399999
2021-10-12 19:00:00,1634054400000,56300.66000000,56376.74000000,55745.32000000,55901.23000000,3132.71936000,1634057999999
2021-10-12 20:00:00,1634058000000,55900.59000000,56064.91000000,55523.25000000,55913.35000000,2878.07808000,1634061599999
