,open_time,o,h,l,c,v,close_time
2021-11-30 16:05:00,1638281100000,58393.06000000,58448.90000000,58160.49000000,58199.07000000,203.00313000,1638281399999
2021-11-30 16:10:00,1638281400000,58199.08000000,58436.73000000,58194.21000000,58229.02000000,171.69011000,1638281699999
2021-11-30 16:15:00,1638281700000,58229.02000000,58340.00000000,58120.88000000,58340.00000000,181.50064000,1638281999999
2021-11-30 16:20:00,1638282000000,58340.00000000,58438.31000000,58249.99000000,58370.80000000,266.04812000,1638282299999
2021-11-30 16:25:00,1638282300000,58370.79000000,58545.41000000,58314.00000000,58344.00000000,248.66166000,1638282599999
2021-11-30 16:30:00,1638282600000,58344.00000000,58364.00000000,58077.91000000,58240.72000000,248.87940000,1638282899999
2021-11-30 16:35:00,1638282900000,58240.72000000,58331.07000000,58039.61000000,58094.41000000,277.14136000,1638283199999
2021-11-30 16:40:00,1638283200000,58094.40000000,58259.86000000,58094.40000000,58192.00000000,193.32322000,1638283499999
2021-11-30 16:45:00,1638283500000,58191.99000000,58283.08000000,58093.59000000,58104.32000000,176.77144000,1638283799999
2021-11-30 16:50:00,1638283800000,58104.33000000,58283.00000000,58102.91000000,58283.00000000,161.98192000,1638284099999
2021-11-30 16:55:00,1638284100000,58271.70000000,58421.00000000,58249.99000000,58397.74000000,289.47989000,1638284399999
2021-11-30 17:00:00,1638284400000,58397.74000000,58492.54000000,58317.74000000,58460.01000000,159.16765000,1638284699999
2021-11-30 17:05:00,1638284700000,58460.01000000,58647.99000000,58348.19000000,58556.28000000,419.96848000,1638284999999
2021-11-30 17:10:00,1638285000000,58556.28000000,59000.00000000,58546.32000000,58790.06000000,732.30049000,1638285299999
2021-11-30 17:15:00,1638285300000,58790.06000000,59125.61000000,58734.32000000,58758.06000000,686.36674000,1638285599999
2021-11-30 17:20:00,1638285600000,58758.06000000,58886.45000000,58545.08000000,58879.60000000,300.92210000,1638285899999
2021-11-30 17:25:00,1638285900000,58879.60000000,59122.99000000,58800.02000000,59065.17000000,311.15126000,1638286199999
2021-11-30 17:30:00,1638286200000,59065.17000000,59176.99000000,58895.47000000,58923.99000000,423.36007000,1638286499999
2021-11-30 17:35:00,1638286500000,58923.99000000,58968.69000000,58460.00000000,58680.47000000,520.78546000,1638286799999
2021-11-30 17:40:00,1638286800000,58680.47000000,58864.38000000,58527.33000000,58542.57000000,306.87558000,1638287099999
2021-11-30 17:45:00,1638287100000,58542.58000000,58648.77000000,58183.63000000,58192.15000000,410.46136000,1638287399999
2021-11-30 17:50:00,1638287400000,58192.14000000,58282.81000000,57646.33000000,57689.71000000,649.84137000,1638287699999
2021-11-30 17:55:00,1638287700000,57689.72000000,57835.82000000,57102.05000000,57238.84000000,808.72145000,1638287999999
2021-11-30 18:00:00,1638288000000,57233.80000000,57504.22000000,56900.00000000,57282.79000000,1085.81318000,1638288299999
2021-11-30 18:05:00,1638288300000,57282.79000000,57444.11000000,57036.58000000,57097.38000000,542.30961000,1638288599999
2021-11-30 18:10:00,1638288600000,57099.85000000,57212.15000000,56764.99000000,56858.23000000,803.96373000,1638288899999
2021-11-30 18:15:00,1638288900000,56858.23000000,57409.42000000,56506.72000000,57070.53000000,969.70515000,1638289199999
2021-11-30 18:20:00,1638289200000,57083.72000000,57285.00000000,57000.00000000,57050.00000000,343.02980000,1638289499999
2021-11-30 18:25:00,1638289500000,57047.19000000,57364.73000000,57029.00000000,57300.00000000,227.83329000,1638289799999
2021-11-30 18:30:00,1638289800000,57300.01000000,57644.07000000,57272.67000000,57561.54000000,412.53809000,1638290099999
2021-11-30 18:35:00,1638290100000,57561.53000000,57749.99000000,57301.00000000,57459.31000000,223.04978000,1638290399999
2021-11-30 18:40:00,1638290400000,57459.30000000,57465.33000000,56970.84000000,57035.12000000,251.77038000,1638290699999
2021-11-30 18:45:00,1638290700000,57035.12000000,57155.22000000,56809.54000000,57049.24000000,278.07198000,1638290999999
2021-11-30 18:50:00,1638291000000,57049.25000000,57050.31000000,56700.00000000,56800.00000000,318.80296000,1638291299999
2021-11-30 18:55:00,1638291300000,56800.00000000,56887.51000000,56510.00000000,56777.38000000,394.58382000,1638291599999
2021-11-30 19:00:00,1638291600000,56777.38000000,56863.64000000,56623.42000000,56689.09000000,190.29238000,1638291899999
2021-11-30 19:05:00,1638291900000,56689.08000000,56774.00000000,56500.00000000,56511.85000000,267.98196000,1638292199999
2021-11-30 19:10:00,1638292200000,56511.86000000,56895.69000000,56507.00000000,56768.85000000,197.46364000,1638292499999
2021-11-30 19:15:00,1638292500000,56768.84000000,57033.14000000,56768.84000000,57015.01000000,160.43168000,1638292799999
2021-11-30 19:20:00,1638292800000,57015.01000000,57089.24000000,56850.76000000,57013.63000000,134.50625000,1638293099999
2021-11-30 19:25:00,1638293100000,57013.63000000,57178.32000000,56979.68000000,57053.60000000,111.81920000,1638293399999
2021-11-30 19:30:00,1638293400000,57053.60000000,57251.76000000,57046.88000000,57166.52000000,153.51731000,1638293699999
2021-11-30 19:35:00,1638293700000,57166.51000000,57252.52000000,57012.60000000,57206.09000000,102.20697000,1638293999999
2021-11-30 19:40:00,1638294000000,57205.00000000,57250.00000000,57040.09000000,57190.71000000,101.35524000,1638294299999
2021-11-30 19:45:00,1638294300000,57190.70000000,57492.00000000,57152.52000000,57412.36000000,208.73805000,1638294599999
2021-11-30 19:50:00,1638294600000,57412.36000000,57533.79000000,57343.48000000,57533.78000000,129.08214000,1638294899999
2021-11-30 19:55:00,1638294900000,57533.79000000,57598.22000000,57329.82000000,57370.94000000,134.62634000,1638295199999
2021-11-30 20:00:00,1638295200000,57370.95000000,57517.13000000,57341.56000000,57343.48000000,219.79315000,1638295499999
2021-11-30 20:05:00,1638295500000,57344.32000000,57547.28000000,57197.06000000,57517.92000000,120.73870000,1638295799999
2021-11-30 20:10:00,1638295800000,57513.66000000,57517.92000000,57274.89000000,57314.90000000,99.58503000,1638296099999
2021-11-30 20:15:00,1638296100000,57314.90000000,57450.01000000,57310.99000000,57428.59000000,72.38589000,1638296399999
2021-11-30 20:20:00,1638296400000,57428.60000000,57498.98000000,57362.74000000,57482.89000000,90.30132000,1638296699999
2021-11-30 20:25:00,1638296700000,57482.90000000,57550.00000000,57414.16000000,57504.82000000,95.80300000,1638296999999
2021-11-30 20:30:00,1638297000000,57504.81000000,57739.84000000,57469.07000000,57722.51000000,178.95012000,1638297299999
2021-11-30 20:35:00,1638297300000,57722.52000000,57828.83000000,57648.00000000,57692.26000000,146.01740000,1638297599999
2021-11-30 20:40:00,1638297600000,57692.26000000,57860.75000000,57681.13000000,57811.57000000,98.92448000,1638297899999
2021-11-30 20:45:00,1638297900000,57811.56000000,57991.54000000,57696.02000000,57881.81000000,158.41262000,1638298199999
2021-11-30 20:50:00,1638298200000,57881.81000000,58212.00000000,57851.58000000,58194.77000000,261.97319000,1638298499999
2021-11-30 20:55:00,1638298500000,58194.77000000,58380.41000000,58084.19000000,58319.92000000,220.53249000,1638298799999
2021-11-30 21:00:00,1638298800000,58319.92000000,58334.00000000,58080.87000000,58083.18000000,185.65125000,1638299099999
2021-11-30 21:05:00,1638299100000,58083.19000000,58098.32000000,57860.57000000,58044.22000000,165.36255000,1638299399999
2021-11-30 21:10:00,1638299400000,58044.22000000,58095.88000000,57742.63000000,57882.06000000,177.73866000,1638299699999
2021-11-30 21:15:00,1638299700000,57882.06000000,57999.16000000,57823.16000000,57903.00000000,94.81449000,1638299999999
2021-11-30 21:20:00,1638300000000,57903.00000000,58000.00000000,57825.00000000,57986.10000000,49.38451000,1638300299999
2021-11-30 21:25:00,1638300300000,57986.11000000,57993.70000000,57642.57000000,57774.87000000,127.92033000,1638300599999
2021-11-30 21:30:00,1638300600000,57774.88000000,57936.51000000,57529.41000000,57591.53000000,171.52899000,1638300899999
2021-11-30 21:35:00,1638300900000,57591.53000000,57717.74000000,57529.41000000,57662.59000000,87.68146000,1638301199999
2021-11-30 21:40:00,1638301200000,57662.59000000,57736.72000000,57474.90000000,57559.18000000,116.65709000,1638301499999
2021-11-30 21:45:00,1638301500000,57559.18000000,57669.23000000,57460.67000000,57474.87000000,79.50307000,1638301799999
2021-11-30 21:50:00,1638301800000,57474.86000000,57549.18000000,57381.62000000,57461.76000000,129.26758000,1638302099999
2021-11-30 21:55:00,1638302100000,57461.76000000,57688.61000000,57455.00000000,57629.99000000,68.98980000,1638302399999
2021-11-30 22:00:00,1638302400000,57629.99000000,57754.63000000,57629.99000000,57714.15000000,97.09912000,1638302699999
2021-11-30 22:05:00,1638302700000,57714.15000000,57747.35000000,57415.96000000,57461.25000000,75.68116000,1638302999999
2021-11-30 22:10:00,1638303000000,57461.26000000,57461.26000000,57193.17000000,57328.65000000,161.98918000,1638303299999
2021-11-30 22:15:00,1638303300000,57328.66000000,57500.00000000,57250.36000000,57449.09000000,103.29004000,1638303599999
2021-11-30 22:20:00,1638303600000,57449.08000000,57492.82000000,57370.19000000,57407.03000000,63.99265000,1638303899999
2021-11-30 22:25:00,1638303900000,57407.03000000,57448.06000000,57286.29000000,57402.00000000,54.28751000,1638304199999
2021-11-30 22:30:00,1638304200000,57402.01000000,57657.47000000,57365.00000000,57494.92000000,104.09442000,1638304499999
2021-11-30 22:35:00,1638304500000,57505.78000000,57513.77000000,57290.00000000,57339.03000000,74.37149000,1638304799999
2021-11-30 22:40:00,1638304800000,57339.03000000,57607.00000000,57315.64000000,57598.18000000,57.87102000,1638305099999
2021-11-30 22:45:00,1638305100000,57598.18000000,57735.00000000,57436.80000000,57461.80000000,111.70285000,1638305399999
2021-11-30 22:50:00,1638305400000,57461.79000000,57461.80000000,57226.08000000,57226.09000000,94.28127000,1638305699999
2021-11-30 22:55:00,1638305700000,57226.08000000,57530.12000000,57226.08000000,57400.41000000,105.45258000,1638305999999
2021-11-30 23:00:00,1638306000000,57400.41000000,57671.66000000,57392.55000000,57650.01000000,111.76704000,1638306299999
2021-11-30 23:05:00,1638306300000,57650.00000000,57685.92000000,57505.52000000,57518.96000000,95.66495000,1638306599999
2021-11-30 23:10:00,1638306600000,57518.96000000,57635.04000000,57517.78000000,57615.81000000,51.14248000,1638306899999
2021-11-30 23:15:00,1638306900000,57615.81000000,57786.08000000,57524.95000000,57541.74000000,119.75354000,1638307199999
2021-11-30 23:20:00,1638307200000,57541.74000000,57550.69000000,57435.28000000,57437.33000000,64.66389000,1638307499999
2021-11-30 23:25:00,1638307500000,57437.34000000,57440.73000000,57286.30000000,57287.58000000,121.49556000,1638307799999
2021-11-30 23:30:00,1638307800000,57287.58000000,57366.59000000,57189.17000000,57222.07000000,108.49652000,1638308099999
2021-11-30 23:35:00,1638308100000,57222.08000000,57233.97000000,57000.38000000,57056.68000000,178.00190000,1638308399999
2021-11-30 23:40:00,1638308400000,57056.67000000,57091.82000000,56850.00000000,56891.39000000,288.48701000,1638308699999
2021-11-30 23:45:00,1638308700000,56891.39000000,57061.35000000,56890.96000000,57052.73000000,106.92850000,1638308999999
2021-11-30 23:50:00,1638309000000,57052.73000000,57250.00000000,57052.73000000,57201.72000000,109.21507000,1638309299999
2021-11-30 23:55:00,1638309300000,57201.73000000,57248.89000000,57062.71000000,57097.79000000,97.15925000,1638309599999
2021-12-01 00:00:00,1638309600000,57097.80000000,57250.00000000,57000.78000000,57104.71000000,97.99008000,1638309899999
2021-12-01 00:05:00,1638309900000,57114.00000000,57220.62000000,57104.71000000,57199.77000000,50.72448000,1638310199999
2021-12-01 00:10:00,1638310200000,57208.06000000,57286.77000000,57178.19000000,57271.10000000,55.37090000,1638310499999
2021-12-01 00:15:00,1638310500000,57274.49000000,57325.00000000,57181.63000000,57219.38000000,53.08447000,1638310799999
2021-12-01 00:20:00,1638310800000,57219.38000000,57402.24000000,57214.99000000,57375.11000000,56.25263000,1638311099999
2021-12-01 00:25:00,1638311100000,57375.11000000,57534.54000000,57356.93000000,57447.97000000,106.14673000,1638311399999
2021-12-01 00:30:00,1638311400000,57447.97000000,57450.96000000,57290.48000000,57293.66000000,42.78187000,1638311699999
2021-12-01 00:35:00,1638311700000,57293.66000000,57319.60000000,57243.60000000,57277.03000000,35.92013000,1638311999999
2021-12-01 00:40:00,1638312000000,57277.03000000,57379.75000000,57242.64000000,57367.82000000,41.44926000,1638312299999
2021-12-01 00:45:00,1638312300000,57367.82000000,57386.64000000,57167.92000000,57170.83000000,75.55407000,1638312599999
2021-12-01 00:50:00,1638312600000,57170.82000000,57309.86000000,57167.97000000,57259.95000000,52.11008000,1638312899999
2021-12-01 00:55:00,1638312900000,57259.95000000,57340.01000000,57251.19000000,57267.91000000,55.93715000,1638313199999
2021-12-01 01:00:00,1638313200000,57267.90000000,57424.23000000,57200.52000000,57211.51000000,142.84227000,1638313499999
2021-12-01 01:05:00,1638313500000,57211.51000000,57242.25000000,57003.67000000,57130.01000000,101.87931000,1638313799999
2021-12-01 01:10:00,1638313800000,57130.01000000,57149.98000000,57037.00000000,57085.48000000,36.95466000,1638314099999
2021-12-01 01:15:00,1638314100000,57085.48000000,57357.25000000,57084.92000000,57251.05000000,66.55478000,1638314399999
2021-12-01 01:20:00,1638314400000,57251.05000000,57259.28000000,57135.94000000,57183.86000000,49.63263000,1638314699999
2021-12-01 01:25:00,1638314700000,57183.78000000,57360.49000000,57167.53000000,57247.46000000,65.82496000,1638314999999
2021-12-01 01:30:00,1638315000000,57247.46000000,57276.69000000,57008.00000000,57025.14000000,59.03102000,1638315299999
2021-12-01 01:35:00,1638315300000,57025.13000000,57116.34000000,57005.10000000,57073.14000000,71.46421000,1638315599999
2021-12-01 01:40:00,1638315600000,57073.14000000,57151.63000000,57065.40000000,57121.35000000,51.62138000,1638315899999
2021-12-01 01:45:00,1638315900000,57121.35000000,57155.66000000,56839.74000000,56886.27000000,152.05996000,1638316199999
2021-12-01 01:50:00,1638316200000,56882.14000000,57054.09000000,56762.39000000,57008.36000000,221.71295000,1638316499999
2021-12-01 01:55:00,1638316500000,57008.36000000,57012.79000000,56835.92000000,56950.56000000,84.76522000,1638316799999
2021-12-01 02:00:00,1638316800000,56950.56000000,57011.08000000,56630.00000000,56813.62000000,291.49974000,1638317099999
2021-12-01 02:05:00,1638317100000,56813.63000000,57236.12000000,56776.60000000,57134.00000000,161.20866000,1638317399999
2021-12-01 02:10:00,1638317400000,57132.60000000,57530.96000000,57122.98000000,57198.47000000,239.27765000,1638317699999
2021-12-01 02:15:00,1638317700000,57189.66000000,57435.50000000,57189.66000000,57408.01000000,207.41464000,1638317999999
2021-12-01 02:20:00,1638318000000,57408.00000000,57440.59000000,57334.36000000,57410.00000000,86.32988000,1638318299999
2021-12-01 02:25:00,1638318300000,57409.99000000,57520.00000000,57312.00000000,57507.44000000,102.66323000,1638318599999
2021-12-01 02:30:00,1638318600000,57507.44000000,57665.73000000,57407.20000000,57408.07000000,177.56598000,1638318899999
2021-12-01 02:35:00,1638318900000,57408.07000000,57420.00000000,57211.56000000,57327.15000000,100.96243000,1638319199999
2021-12-01 02:40:00,1638319200000,57327.15000000,57466.96000000,57317.09000000,57343.31000000,75.58678000,1638319499999
2021-12-01 02:45:00,1638319500000,57343.31000000,57521.74000000,57314.96000000,57493.11000000,63.43998000,1638319799999
2021-12-01 02:50:00,1638319800000,57493.11000000,57686.12000000,57448.97000000,57609.24000000,90.22409000,1638320099999
2021-12-01 02:55:00,1638320100000,57609.25000000,57625.89000000,57512.79000000,57577.07000000,97.55763000,1638320399999
2021-12-01 03:00:00,1638320400000,57577.07000000,57577.08000000,57448.00000000,57456.34000000,88.79482000,1638320699999
2021-12-01 03:05:00,1638320700000,57456.34000000,57472.07000000,57383.01000000,57409.41000000,92.59934000,1638320999999
2021-12-01 03:10:00,1638321000000,57409.40000000,57409.41000000,57269.00000000,57329.21000000,111.26374000,1638321299999
2021-12-01 03:15:00,1638321300000,57326.26000000,57329.21000000,57100.30000000,57125.01000000,151.74931000,1638321599999
2021-12-01 03:20:00,1638321600000,57125.01000000,57198.97000000,57115.82000000,57142.68000000,100.45581000,1638321899999
2021-12-01 03:25:00,1638321900000,57142.53000000,57158.43000000,57000.00000000,57084.40000000,158.35595000,1638322199999
2021-12-01 03:30:00,1638322200000,57084.39000000,57227.50000000,57042.46000000,57221.04000000,124.89011000,1638322499999
2021-12-01 03:35:00,1638322500000,57221.04000000,57240.46000000,57038.42000000,57038.42000000,89.29431000,1638322799999
2021-12-01 03:40:00,1638322800000,57038.42000000,57095.01000000,56920.00000000,57086.90000000,131.52773000,1638323099999
2021-12-01 03:45:00,1638323100000,57086.91000000,57190.24000000,57020.55000000,57190.23000000,99.00490000,1638323399999
2021-12-01 03:50:00,1638323400000,57190.23000000,57190.41000000,57017.70000000,57031.75000000,132.57128000,1638323699999
2021-12-01 03:55:00,1638323700000,57031.75000000,57106.03000000,56980.26000000,56994.58000000,140.58583000,1638323999999
2021-12-01 04:00:00,1638324000000,56990.52000000,57083.60000000,56976.61000000,57015.00000000,73.64867000,1638324299999
2021-12-01 04:05:00,1638324300000,57015.00000000,57088.07000000,56906.35000000,56920.80000000,80.71770000,1638324599999
2021-12-01 04:10:00,1638324600000,56920.81000000,56952.39000000,56826.00000000,56861.15000000,114.69796000,1638324899999
2021-12-01 04:15:00,1638324900000,56861.15000000,56943.53000000,56800.00000000,56825.45000000,138.25907000,1638325199999
2021-12-01 04:20:00,1638325200000,56825.46000000,56860.31000000,56800.01000000,56819.89000000,98.04413000,1638325499999
2021-12-01 04:25:00,1638325500000,56819.89000000,56902.77000000,56800.00000000,56898.01000000,104.66558000,1638325799999
2021-12-01 04:30:00,1638325800000,56898.01000000,57027.54000000,56889.54000000,56957.77000000,78.04325000,1638326099999
2021-12-01 04:35:00,1638326100000,56954.72000000,57074.67000000,56949.23000000,56995.19000000,259.64300000,1638326399999
2021-12-01 04:40:00,1638326400000,56995.20000000,57174.52000000,56962.91000000,57151.70000000,104.75294000,1638326699999
2021-12-01 04:45:00,1638326700000,57149.31000000,57314.10000000,57103.00000000,57306.33000000,94.36231000,1638326999999
2021-12-01 04:50:00,1638327000000,57306.33000000,57362.68000000,57243.66000000,57284.08000000,138.56797000,1638327299999
2021-12-01 04:55:00,1638327300000,57284.09000000,57284.09000000,57209.86000000,57261.52000000,88.59883000,1638327599999
2021-12-01 05:00:00,1638327600000,57261.51000000,57305.73000000,57163.86000000,57207.00000000,130.30988000,1638327899999
2021-12-01 05:05:00,1638327900000,57207.00000000,57344.99000000,57203.78000000,57242.97000000,121.06880000,1638328199999
2021-12-01 05:10:00,1638328200000,57242.97000000,57246.95000000,57156.91000000,57184.35000000,100.47942000,1638328499999
2021-12-01 05:15:00,1638328500000,57184.36000000,57243.70000000,57127.14000000,57172.68000000,75.71680000,1638328799999
2021-12-01 05:20:00,1638328800000,57164.51000000,57200.00000000,57069.73000000,57132.32000000,116.78845000,1638329099999
2021-12-01 05:25:00,1638329100000,57132.32000000,57200.00000000,57091.70000000,57102.14000000,143.13013000,1638329399999
2021-12-01 05:30:00,1638329400000,57102.14000000,57109.00000000,57053.52000000,57068.25000000,64.67979000,1638329699999
2021-12-01 05:35:00,1638329700000,57068.24000000,57233.40000000,57001.00000000,57222.22000000,162.89561000,1638329999999
2021-12-01 05:40:00,1638330000000,57222.23000000,57390.00000000,57191.02000000,57231.83000000,247.03355000,1638330299999
2021-12-01 05:45:00,1638330300000,57231.84000000,57234.70000000,57073.59000000,57204.65000000,130.82725000,1638330599999
2021-12-01 05:50:00,1638330600000,57204.65000000,57312.00000000,57180.00000000,57236.74000000,60.82080000,1638330899999
2021-12-01 05:55:00,1638330900000,57236.75000000,57387.00000000,57227.26000000,57362.01000000,97.22679000,1638331199999
2021-12-01 06:00:00,1638331200000,57362.04000000,57415.16000000,57222.00000000,57222.34000000,174.94331000,1638331499999
2021-12-01 06:05:00,1638331500000,57222.34000000,57309.19000000,57222.03000000,57252.00000000,84.09845000,1638331799999
2021-12-01 06:10:00,1638331800000,57252.00000000,57390.22000000,57239.49000000,57276.09000000,71.93220000,1638332099999
2021-12-01 06:15:00,1638332100000,57276.09000000,57295.26000000,57153.15000000,57222.26000000,78.17385000,1638332399999
2021-12-01 06:20:00,1638332400000,57222.25000000,57222.26000000,57140.01000000,57201.67000000,63.08692000,1638332699999
2021-12-01 06:25:00,1638332700000,57201.66000000,57218.61000000,57120.00000000,57148.34000000,60.70428000,1638332999999
2021-12-01 06:30:00,1638333000000,57148.34000000,57230.22000000,57114.36000000,57121.36000000,97.55631000,1638333299999
2021-12-01 06:35:00,1638333300000,57121.36000000,57206.22000000,57110.19000000,57200.00000000,105.16693000,1638333599999
2021-12-01 06:40:00,1638333600000,57200.00000000,57226.16000000,57125.19000000,57133.91000000,70.14613000,1638333899999
2021-12-01 06:45:00,1638333900000,57133.91000000,57133.91000000,56977.59000000,57030.00000000,279.48269000,1638334199999
2021-12-01 06:50:00,1638334200000,57030.01000000,57125.74000000,57030.00000000,57096.11000000,55.17784000,1638334499999
2021-12-01 06:55:00,1638334500000,57096.10000000,57140.04000000,57045.47000000,57054.36000000,55.97371000,1638334799999
2021-12-01 07:00:00,1638334800000,57054.35000000,57130.76000000,56982.69000000,57012.26000000,67.10820000,1638335099999
2021-12-01 07:05:00,1638335100000,57012.25000000,57044.16000000,56952.24000000,57014.26000000,73.09935000,1638335399999
2021-12-01 07:10:00,1638335400000,57014.26000000,57098.74000000,56950.00000000,56952.01000000,129.05414000,1638335699999
2021-12-01 07:15:00,1638335700000,56952.00000000,57006.50000000,56857.91000000,56877.13000000,107.27320000,1638335999999
2021-12-01 07:20:00,1638336000000,56877.12000000,56997.09000000,56800.00000000,56921.66000000,179.33735000,1638336299999
2021-12-01 07:25:00,1638336300000,56921.67000000,56942.43000000,56863.17000000,56864.99000000,65.18510000,1638336599999
2021-12-01 07:30:00,1638336600000,56864.99000000,56880.00000000,56786.12000000,56850.08000000,100.26792000,1638336899999
2021-12-01 07:35:00,1638336900000,56850.07000000,56885.81000000,56801.05000000,56845.66000000,76.47272000,1638337199999
2021-12-01 07:40:00,1638337200000,56845.66000000,56921.73000000,56840.00000000,56910.68000000,74.69714000,1638337499999
2021-12-01 07:45:00,1638337500000,56910.67000000,56932.57000000,56823.72000000,56840.49000000,51.44022000,1638337799999
2021-12-01 07:50:00,1638337800000,56840.48000000,56857.18000000,56746.32000000,56823.59000000,74.72936000,1638338099999
2021-12-01 07:55:00,1638338100000,56823.59000000,56823.59000000,56725.00000000,56782.01000000,93.86495000,1638338399999
2021-12-01 08:00:00,1638338400000,56782.00000000,56817.36000000,56700.00000000,56714.45000000,117.10263000,1638338699999
2021-12-01 08:05:00,1638338700000,56714.46000000,56820.00000000,56666.66000000,56820.00000000,115.27752000,1638338999999
2021-12-01 08:10:00,1638339000000,56819.99000000,57025.99000000,56819.99000000,57006.79000000,91.01905000,1638339299999
2021-12-01 08:15:00,1638339300000,57006.80000000,57074.91000000,56900.01000000,57068.02000000,105.75914000,1638339599999
2021-12-01 08:20:00,1638339600000,57068.02000000,57098.93000000,56943.49000000,56950.40000000,87.45953000,1638339899999
2021-12-01 08:25:00,1638339900000,56950.40000000,57014.20000000,56909.09000000,56912.38000000,75.61126000,1638340199999
2021-12-01 08:30:00,1638340200000,56912.38000000,56924.88000000,56813.29000000,56851.97000000,69.41885000,1638340499999
2021-12-01 08:35:00,1638340500000,56851.96000000,56989.99000000,56850.00000000,56968.97000000,50.10923000,1638340799999
2021-12-01 08:40:00,1638340800000,56968.97000000,56976.01000000,56885.14000000,56893.47000000,50.79218000,1638341099999
2021-12-01 08:45:00,1638341100000,56893.48000000,57000.99000000,56873.88000000,57000.99000000,82.50521000,1638341399999
2021-12-01 08:50:00,1638341400000,57000.99000000,57074.86000000,56903.54000000,56908.17000000,86.74220000,1638341699999
2021-12-01 08:55:00,1638341700000,56908.16000000,57004.95000000,56908.16000000,56933.02000000,52.63116000,1638341999999
2021-12-01 09:00:00,1638342000000,56933.02000000,56979.98000000,56840.32000000,56844.67000000,112.64437000,1638342299999
2021-12-01 09:05:00,1638342300000,56844.67000000,57145.77000000,56819.00000000,57085.00000000,145.30153000,1638342599999
2021-12-01 09:10:00,1638342600000,57085.01000000,57155.90000000,57022.45000000,57089.31000000,151.57800000,1638342899999
2021-12-01 09:15:00,1638342900000,57089.30000000,57300.00000000,57075.08000000,57221.00000000,342.01861000,1638343199999
2021-12-01 09:20:00,1638343200000,57217.63000000,57267.84000000,57101.01000000,57121.01000000,72.09625000,1638343499999
2021-12-01 09:25:00,1638343500000,57121.00000000,57158.27000000,57071.75000000,57142.00000000,78.14706000,1638343799999
2021-12-01 09:30:00,1638343800000,57142.01000000,57253.99000000,57079.99000000,57209.21000000,124.23655000,1638344099999
2021-12-01 09:35:00,1638344100000,57209.21000000,57209.21000000,57086.22000000,57107.52000000,79.84482000,1638344399999
2021-12-01 09:40:00,1638344400000,57107.52000000,57216.32000000,57024.64000000,57204.00000000,119.45027000,1638344699999
